"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"1845",2017,"FLORIDA"," ",""," ",""," ","","9,600"
"1846",2017,"FLORIDA","MEASURED","$"," ",""," ","","299,114,000"
"1847",2017,"FLORIDA","MEASURED","CWT"," ",""," ","","2,137,500"
"1848",2017,"FLORIDA","MEASURED","CWT / ACRE"," ",""," ","","225"
"1849",2017,"FLORIDA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"1850",2017,"FLORIDA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"1851",2017,"FLORIDA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"1852",2017,"FLORIDA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"1853",2017,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"1854",2017,"FLORIDA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","(D)"
"1855",2017,"FLORIDA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","2,137,500"
"1856",2017,"NEW YORK"," ",""," ",""," ","","1,200"
"1857",2017,"NEW YORK"," ",""," ",""," ","","1,300"
"1858",2017,"NEW YORK","MEASURED","$"," ",""," ","","10,415,000"
"1859",2017,"NEW YORK","MEASURED","CWT"," ",""," ","","46,800"
"1860",2017,"NEW YORK","MEASURED","CWT / ACRE"," ",""," ","","39"
"1861",2017,"NEW YORK","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"1862",2017,"NEW YORK","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"1863",2017,"NEW YORK","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","1,300"
"1864",2017,"NEW YORK","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"1865",2017,"NEW YORK","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"1866",2017,"NEW YORK","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","(D)"
"1867",2017,"NEW YORK","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","45,500"
"1868",2017,"NORTH CAROLINA"," ",""," ",""," ","","1,000"
"1869",2017,"NORTH CAROLINA"," ",""," ",""," ","","1,100"
"1870",2017,"NORTH CAROLINA","MEASURED","$"," ",""," ","","21,308,000"
"1871",2017,"NORTH CAROLINA","MEASURED","CWT"," ",""," ","","135,000"
"1872",2017,"NORTH CAROLINA","MEASURED","CWT / ACRE"," ",""," ","","135"
"1873",2017,"NORTH CAROLINA","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","21,168,000"
"1874",2017,"NORTH CAROLINA","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","126,000"
"1875",2017,"NORTH CAROLINA","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","6,300"
"1876",2017,"NORTH CAROLINA","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","140,000"
"1877",2017,"NORTH CAROLINA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","2,700"
"1878",2017,"NORTH CAROLINA","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","149"
"1879",2017,"NORTH CAROLINA","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","128,700"
"1880",2017,"OREGON"," ",""," ",""," ","","2,200"
"1881",2017,"OREGON"," ",""," ",""," ","","2,400"
"1882",2017,"OREGON","MEASURED","$"," ",""," ","","22,048,000"
"1883",2017,"OREGON","MEASURED","CWT"," ",""," ","","200,200"
"1884",2017,"OREGON","MEASURED","CWT / ACRE"," ",""," ","","91"
"1885",2017,"OREGON","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","6,396,000"
"1886",2017,"OREGON","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","32,800"
"1887",2017,"OREGON","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"1888",2017,"OREGON","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","15,652,000"
"1889",2017,"OREGON","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","167,400"
"1890",2017,"OREGON","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","4,565"
"1891",2017,"OREGON","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","200,200"
"1892",2017,"OTHER STATES"," ",""," ",""," ","","0"
"1893",2017,"OTHER STATES"," ",""," ",""," ","","0"
"1894",2017,"OTHER STATES","MEASURED","$"," ",""," ","","0"
"1895",2017,"OTHER STATES","MEASURED","CWT"," ",""," ","","0"
"1896",2017,"OTHER STATES","MEASURED","CWT / ACRE"," ",""," ","","0"
"1897",2017,"OTHER STATES","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","316,105,000"
"1898",2017,"OTHER STATES","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","2,217,100"
"1899",2017,"OTHER STATES","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"1900",2017,"OTHER STATES","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","5,449,000"
"1901",2017,"OTHER STATES","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","78,800"
"1902",2017,"OTHER STATES","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","2,677"
"1903",2017,"OTHER STATES","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","0"
"1904",2017,"WASHINGTON"," ",""," ",""," ","","1,200"
"1905",2017,"WASHINGTON"," ",""," ",""," ","","1,300"
"1906",2017,"WASHINGTON","MEASURED","$"," ",""," ","","12,025,000"
"1907",2017,"WASHINGTON","MEASURED","CWT"," ",""," ","","114,000"
"1908",2017,"WASHINGTON","MEASURED","CWT / ACRE"," ",""," ","","95"
"1909",2017,"WASHINGTON","FRESH","- PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"1910",2017,"WASHINGTON","FRESH","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"1911",2017,"WASHINGTON","NOT","- PRODUCTION"," ","MEASURED IN CWT"," ","","1,100"
"1912",2017,"WASHINGTON","PROCESSING","PRODUCTION"," ","MEASURED IN $"," ","","(D)"
"1913",2017,"WASHINGTON","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN CWT"," ","","(D)"
"1914",2017,"WASHINGTON","PROCESSING","UTILIZED - PRODUCTION"," ","MEASURED IN TONS"," ","","(D)"
"1915",2017,"WASHINGTON","UTILIZED","PRODUCTION"," ","MEASURED IN CWT"," ","","112,900"
"1916",2016,"CALIFORNIA"," ",""," ",""," ","","38,200"
"1917",2016,"CALIFORNIA"," ",""," ",""," ","","38,500"
"1918",2016,"CALIFORNIA","MEASURED","$"," ",""," ","","2,849,626,000"
"1919",2016,"CALIFORNIA","MEASURED","CWT"," ",""," ","","27,122,000"
"1920",2016,"CALIFORNIA","MEASURED","CWT / ACRE"," ",""," ","","710"
"1921",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(AZOXYSTROBIN = 128810)","FUNGICIDE","2,300"
"1922",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE","(NA)"
"1923",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BACILLUS PUMILUS = 6485)","FUNGICIDE","(NA)"
"1924",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"1925",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BLAD = 30006)","FUNGICIDE","4,400"
"1926",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BORAX DECAHYDRATE = 11102)","FUNGICIDE","(D)"
"1927",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BOSCALID = 128008)","FUNGICIDE","11,000"
"1928",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CAPTAN = 81301)","FUNGICIDE","222,600"
"1929",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(COPPER OXIDE = 25601)","FUNGICIDE","(D)"
"1930",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYFLUFENAMID = 555550)","FUNGICIDE","300"
"1931",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYPRODINIL = 288202)","FUNGICIDE","13,700"
"1932",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENHEXAMID = 90209)","FUNGICIDE","20,800"
"1933",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUDIOXONIL = 71503)","FUNGICIDE","9,200"
"1934",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUOPYRAM = 80302)","FUNGICIDE","1,000"
"1935",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUXAPYROXAD = 138009)","FUNGICIDE","2,900"
"1936",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"1937",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"1938",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MEFENOXAM = 113502)","FUNGICIDE","2,300"
"1939",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"1940",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MYCLOBUTANIL = 128857)","FUNGICIDE","2,900"
"1941",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PENTHIOPYRAD = 90112)","FUNGICIDE","4,500"
"1942",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","700"
"1943",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","32,100"
"1944",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PROPICONAZOLE = 122101)","FUNGICIDE","2,200"
"1945",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRACLOSTROBIN = 99100)","FUNGICIDE","8,700"
"1946",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRIMETHANIL = 288201)","FUNGICIDE","14,100"
"1947",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(QUINOLINE = 55459)","FUNGICIDE","3,500"
"1948",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE","(NA)"
"1949",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SULFUR = 77501)","FUNGICIDE","637,100"
"1950",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TETRACONAZOLE = 120603)","FUNGICIDE","600"
"1951",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","6,700"
"1952",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(THIRAM = 79801)","FUNGICIDE","(D)"
"1953",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","FUNGICIDE","1,035,100"
"1954",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","1,900"
"1955",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TRIFLUMIZOLE = 128879)","FUNGICIDE","5,600"
"1956",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(AMMONIUM PELARGONATE = 31802)","HERBICIDE","(D)"
"1957",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUMIOXAZIN = 129034)","HERBICIDE","500"
"1958",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(OXYFLUORFEN = 111601)","HERBICIDE","3,000"
"1959",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PENDIMETHALIN = 108501)","HERBICIDE","15,600"
"1960",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
"1961",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","HERBICIDE","19,600"
"1962",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(ABAMECTIN = 122804)","INSECTICIDE","300"
"1963",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(ACEQUINOCYL = 6329)","INSECTICIDE","2,500"
"1964",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(ACETAMIPRID = 99050)","INSECTICIDE","3,300"
"1965",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(AZADIRACHTIN = 121701)","INSECTICIDE","1,500"
"1966",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BIFENAZATE = 586)","INSECTICIDE","6,200"
"1967",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BIFENTHRIN = 128825)","INSECTICIDE","2,700"
"1968",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","(NA)"
"1969",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
"1970",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","(NA)"
"1971",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE","(NA)"
"1972",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE","(NA)"
"1973",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CARBARYL = 56801)","INSECTICIDE","(D)"
"1974",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1,400"
"1975",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CHLORPYRIFOS = 59101)","INSECTICIDE","(D)"
"1976",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","(NA)"
"1977",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYFLUMETOFEN<U+00A0>= 138831)","INSECTICIDE","3,200"
"1978",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(ETOXAZOLE = 107091)","INSECTICIDE","(D)"
"1979",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENPROPATHRIN = 127901)","INSECTICIDE","4,600"
"1980",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FENPYROXIMATE = 129131)","INSECTICIDE","(D)"
"1981",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLONICAMID = 128016)","INSECTICIDE","4,100"
"1982",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUBENDIAMIDE = 27602)","INSECTICIDE","(D)"
"1983",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUPYRADIFURONE = 122304)","INSECTICIDE","2,100"
"1984",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE","(NA)"
"1985",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(HEXYTHIAZOX = 128849)","INSECTICIDE","1,100"
"1986",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(IMIDACLOPRID = 129099)","INSECTICIDE","2,900"
"1987",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MALATHION = 57701)","INSECTICIDE","21,100"
"1988",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(METHOXYFENOZIDE = 121027)","INSECTICIDE","2,500"
"1989",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(NALED = 34401)","INSECTICIDE","10,200"
"1990",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(NEEM OIL = 25006)","INSECTICIDE","1,700"
"1991",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(NEEM OIL","INSECTICIDE","193,500"
"1992",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(NOVALURON = 124002)","INSECTICIDE","3,200"
"1993",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE","(D)"
"1994",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(POTASSIUM SALTS = 79021)","INSECTICIDE","(D)"
"1995",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRETHRINS = 69001)","INSECTICIDE","1,400"
"1996",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PYRIPROXYFEN = 129032)","INSECTICIDE","(D)"
"1997",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINETORAM = 110007)","INSECTICIDE","2,200"
"1998",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINOSAD = 110003)","INSECTICIDE","700"
"1999",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPIROMESIFEN = 24875)","INSECTICIDE","2,900"
"2000",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","700"
"2001",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","INSECTICIDE","279,600"
"2002",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER","(NA)"
"2003",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER","(NA)"
"2004",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CAPRIC ACID = 128955)","OTHER","(D)"
"2005",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CAPRYLIC ACID = 128919)","OTHER","(D)"
"2006",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(CHLOROPICRIN = 81501)","OTHER","5,589,100"
"2007",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(DICHLOROPROPENE = 29001)","OTHER","817,000"
"2008",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(FLUTRIAFOL = 128940)","OTHER","1,600"
"2009",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(GLIOCLADIUM VIRENS = 129000)","OTHER","(D)"
"2010",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(HYDROGEN PEROXIDE = 595)","OTHER","(D)"
"2011",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(IRON PHOSPHATE = 34903)","OTHER","(D)"
"2012",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(METALDEHYDE = 53001)","OTHER","(D)"
"2013",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(METAM-POTASSIUM = 39002)","OTHER","(D)"
"2014",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(METAM-SODIUM = 39003)","OTHER","(D)"
"2015",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(METHYL BROMIDE = 53201)","OTHER","(D)"
"2016",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(MINERAL OIL = 63502)","OTHER","(D)"
"2017",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PAECILOMYCES FUMOSOR = 115002)","OTHER","(D)"
"2018",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(PEROXYACETIC ACID = 63201)","OTHER","(D)"
"2019",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(REYNOUTRIA SACHALINE = 55809)","OTHER","3,000"
"2020",2016,"CALIFORNIA","BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","OTHER","6,966,400"
"2021",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.227"
"2022",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE","(NA)"
"2023",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS PUMILUS = 6485)","FUNGICIDE","(NA)"
"2024",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","(NA)"
"2025",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BLAD = 30006)","FUNGICIDE","0.533"
"2026",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BORAX DECAHYDRATE = 11102)","FUNGICIDE","(D)"
"2027",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","0.352"
"2028",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","1.659"
"2029",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER OXIDE = 25601)","FUNGICIDE","(D)"
"2030",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","FUNGICIDE","0.022"
"2031",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.327"
"2032",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","0.715"
"2033",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.218"
"2034",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","FUNGICIDE","0.124"
"2035",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","FUNGICIDE","0.177"
"2036",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(FOSETYL-AL = 123301)","FUNGICIDE","(D)"
"2037",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE","(D)"
"2038",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","0.471"
"2039",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
"2040",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","0.115"
"2041",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE","0.297"
"2042",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","0.044"
"2043",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","2.392"
"2044",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","FUNGICIDE","0.112"
"2045",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","0.178"
"2046",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","0.658"
"2047",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(QUINOLINE = 55459)","FUNGICIDE","0.096"
"2048",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE","(NA)"
"2049",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","3.712"
"2050",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","FUNGICIDE","0.037"
"2051",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","0.826"
"2052",2016,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE","(D)"
